Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSatisfaction,CareerSatisfaction,HopeFiveYears,JobSearchStatus,LastNewJob,AssessJob1,AssessJob2,AssessJob3,AssessJob4,AssessJob5,AssessJob6,AssessJob7,AssessJob8,AssessJob9,AssessJob10,AssessBenefits1,AssessBenefits2,AssessBenefits3,AssessBenefits4,AssessBenefits5,AssessBenefits6,AssessBenefits7,AssessBenefits8,AssessBenefits9,AssessBenefits10,AssessBenefits11,JobContactPriorities1,JobContactPriorities2,JobContactPriorities3,JobContactPriorities4,JobContactPriorities5,JobEmailPriorities1,JobEmailPriorities2,JobEmailPriorities3,JobEmailPriorities4,JobEmailPriorities5,JobEmailPriorities6,JobEmailPriorities7,UpdateCV,Currency,Salary,SalaryType,ConvertedSalary,CurrencySymbol,CommunicationTools,TimeFullyProductive,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,HackathonReasons,AgreeDisagree1,AgreeDisagree2,AgreeDisagree3,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,FrameworkWorkedWith,FrameworkDesireNextYear,IDE,OperatingSystem,NumberMonitors,Methodology,VersionControl,CheckInCode,AdBlocker,AdBlockerDisable,AdBlockerReasons,AdsAgreeDisagree1,AdsAgreeDisagree2,AdsAgreeDisagree3,AdsActions,AdsPriorities1,AdsPriorities2,AdsPriorities3,AdsPriorities4,AdsPriorities5,AdsPriorities6,AdsPriorities7,AIDangerous,AIInteresting,AIResponsible,AIFuture,EthicsChoice,EthicsReport,EthicsResponsible,EthicalImplications,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember,HypotheticalTools1,HypotheticalTools2,HypotheticalTools3,HypotheticalTools4,HypotheticalTools5,WakeTime,HoursComputer,HoursOutside,SkipMeals,ErgonomicDevices,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Age,Dependents,MilitaryUS,SurveyTooLong,SurveyEasy
86666,Yes,Yes,Saudi Arabia,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",NA,Back-end developer;DevOps specialist;Mobile developer;Student;System administrator,3-5 years,0-2 years,NA,Neither satisfied nor dissatisfied,Doing the same work,I am actively looking for a job,I've never had a job,3,8,1,9,10,4,6,5,7,2,5,6,7,9,4,11,1,8,10,3,2,2,1,5,3,4,1,3,2,6,5,4,7,I saw an employer’s advertisement,NA,NA,NA,NA,NA,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Received on-the-job training in software development;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Contributed to open source software",NA,NA,Because I find it enjoyable,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,C++;Java;PHP;Python,C#;Go;Kotlin,MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Google Cloud Storage,Elasticsearch,Android;AWS;Linux;Raspberry Pi;WordPress;Firebase,Amazon Echo;IBM Cloud or Watson;Serverless,Angular;.NET Core;TensorFlow,Node.js;React;Cordova,Android Studio;Atom;Visual Studio,Linux-based,1,NA,Git,A few times per week,Yes,Yes,The website I was visiting forced me to disable it to access their content;The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Stopped going to a website because of their advertising,7,5,3,1,2,4,6,Algorithms making important decisions,Increasing automation of jobs,Nobody,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,NA,Unsure / I don't know,10 (Very Likely),A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, I know what it is but I don't have one",10 (Very Likely),I'm not sure,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Between 7:01 - 8:00 AM,5 - 8 hours,1 - 2 hours,1 - 2 times per week,NA,I don't typically exercise,Female,Straight or heterosexual,Some college/university study without earning a degree,NA,NA,NA,NA,The survey was too long,Very easy
97724,Yes,No,Saudi Arabia,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",NA,Back-end developer;Data or business analyst;Designer;Educator or academic researcher;System administrator,3-5 years,0-2 years,NA,Neither satisfied nor dissatisfied,Working as an engineering manager or other functional manager,I am actively looking for a job,I've never had a job,4,6,5,3,2,8,10,1,9,7,1,11,3,4,8,10,9,6,5,2,7,1,2,3,4,5,1,2,7,3,5,4,6,My job status or other personal status changed,NA,NA,Monthly,NA,SAR,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Completed an industry certification program (e.g. MCPD);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Internal Wikis, chat rooms, or documentation set up by my company for employees",NA,NA,Strongly agree,Agree,Disagree,C++;Java;JavaScript;PHP;SQL;HTML;CSS,Python;Ruby;VB.NET;Visual Basic 6,SQL Server;MySQL;MariaDB,"MySQL;PostgreSQL;SQLite;Oracle;MariaDB;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Neo4j",AWS;Windows Desktop or Server;WordPress,Android,NA,Angular;.NET Core;Hadoop;Node.js,NetBeans;Notepad++,Windows,1,NA,Team Foundation Version Control;Copying and pasting files to network shares,A few times per week,Yes,Yes,The website I was visiting forced me to disable it to access their content;The website I was visiting asked me to disable it,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Stopped going to a website because of their advertising,1,6,2,3,5,4,7,Increasing automation of jobs,Algorithms making important decisions,Prominent industry leaders,I'm excited about the possibilities more than worried about the dangers.,No,No,Upper management at the company/organization,Unsure / I don't know,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",5,I'm not sure,Very interested,Extremely interested,Very interested,Extremely interested,Extremely interested,I do not have a set schedule,5 - 8 hours,1 - 2 hours,Never,Standing desk;Ergonomic keyboard or mouse,I don't typically exercise,Female,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,18 - 24 years old,No,NA,The survey was an appropriate length,Somewhat easy
100331,Yes,Yes,Saudi Arabia,"Yes, full-time","Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",NA,Database administrator;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer;Student;System administrator,3-5 years,0-2 years,NA,Slightly satisfied,Working as a founder or co-founder of my own company,I am actively looking for a job,I've never had a job,2,9,7,4,6,1,10,3,8,5,1,11,2,9,7,4,8,3,10,6,5,1,2,5,4,3,1,2,4,3,5,7,6,I saw an employer’s advertisement,U.S. dollars ($),NA,Monthly,NA,USD,NA,NA,Completed an industry certification program (e.g. MCPD),NA,NA,NA,Agree,Agree,Disagree,Java;JavaScript;PHP;Python;SQL;Kotlin;HTML;CSS;Bash/Shell,C;C++;Go;Objective-C;Ruby;Swift,SQL Server;MySQL;SQLite;Apache Hive;Google Cloud Storage,"MongoDB;Oracle;IBM Db2;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Apple Watch or Apple TV;Google Cloud Platform/App Engine;iOS;Linux;Windows Desktop or Server;WordPress;Firebase,AWS;Azure;IBM Cloud or Watson;Mac OS;SharePoint,Angular,.NET Core;Node.js;React,Android Studio;NetBeans;Notepad++;PHPStorm;Sublime Text;Visual Studio;Visual Studio Code;Xcode,Windows,1,Formal standard such as ISO 9001 or IEEE 12207 (aka “waterfall” methodologies),Git,Weekly or a few times per month,Yes,No,NA,Neither agree nor disagree,Somewhat agree,Strongly agree,Stopped going to a website because of their advertising,4,3,5,2,1,6,7,Increasing automation of jobs,Algorithms making important decisions,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,No,The person who came up with the idea,Unsure / I don't know,10 (Very Likely),A few times per month or weekly,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",NA,Yes,Somewhat interested,Very interested,Very interested,Somewhat interested,Very interested,I do not have a set schedule,5 - 8 hours,1 - 2 hours,Never,Standing desk;Ergonomic keyboard or mouse,1 - 2 times per week,Female,NA,NA,NA,18 - 24 years old,No,NA,The survey was too long,Somewhat easy
77948,Yes,Yes,Saudi Arabia,"Yes, full-time","Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,NA,Student,6-8 years,NA,NA,NA,NA,I am not interested in new job opportunities,I've never had a job,3,6,7,2,4,8,9,1,10,5,1,11,2,7,10,9,3,8,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I did not receive an expected change in compensation,NA,NA,NA,NA,NA,NA,NA,"Taken an online course in programming or software development (e.g. a MOOC);Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);Internal Wikis, chat rooms, or documentation set up by my company for employees",NA,NA,Agree,Agree,Disagree,Assembly;C;Java;Python;Bash/Shell,C;Java;Python;Bash/Shell,NA,NA,NA,Linux,NA,NA,Visual Studio Code,Linux-based,1,NA,Git,Never,Yes,Yes,I wanted to view a specific advertisement;The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads,Somewhat agree,Somewhat agree,Somewhat disagree,Clicked on an online advertisement,1,5,4,3,6,7,2,"Evolving definitions of ""fairness"" in algorithmic versus human decisions","Artificial intelligence surpassing human intelligence (""the singularity"")",The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,Upper management at the company/organization,Yes,10 (Very Likely),A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",NA,Yes,Somewhat interested,Very interested,Very interested,A little bit interested,A little bit interested,Between 6:01 - 7:00 AM,5 - 8 hours,1 - 2 hours,1 - 2 times per week,NA,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,18 - 24 years old,No,NA,The survey was an appropriate length,Somewhat easy
58931,Yes,Yes,Saudi Arabia,"Yes, part-time","Independent contractor, freelancer, or self-employed",Primary/elementary school,NA,NA,Student,0-2 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C;C++;Hack;JavaScript,Python;Swift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 (Very Likely),I have never visited Stack Overflow (before today),NA,NA,NA,NA,NA,I'm not sure,Somewhat interested,Somewhat interested,A little bit interested,Somewhat interested,Somewhat interested,Between 9:01 - 10:00 AM,1 - 4 hours,1 - 2 hours,1 - 2 times per week,Ergonomic keyboard or mouse,Daily or almost every day,NA,NA,NA,NA,NA,NA,NA,NA,NA
43414,Yes,Yes,Saudi Arabia,"Yes, part-time","Not employed, but looking for work",Associate degree,"Information systems, information technology, or system administration",NA,Designer;Mobile developer,0-2 years,0-2 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C#;Groovy;Java;Python;SQL;Swift;Bash/Shell,C;C++,MySQL;SQLite,Amazon RDS/Aurora;Google Cloud Storage,Android;Linux;Mac OS;Firebase,Raspberry Pi,NA,Django,Android Studio;IntelliJ;PyCharm;TextMate;Xcode,MacOS,1,Agile;Kanban,Git,Multiple times per day,Yes,Yes,I wanted to support the website I was visiting by viewing their ads,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,Increasing automation of jobs,NA,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,The developer who wrote it,Unsure / I don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92856,Yes,No,Saudi Arabia,No,"Not employed, and not looking for work",Primary/elementary school,NA,NA,Student,3-5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JavaScript;Python;HTML;CSS;Bash/Shell,C;C++;C#,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40249,Yes,Yes,Saudi Arabia,"Yes, full-time","Not employed, but looking for work",I never completed any formal education,NA,NA,Mobile developer;Student,3-5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C++,C#;Haskell;Java;JavaScript;Objective-C;PHP;Python;Kotlin;HTML;CSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39562,Yes,No,Saudi Arabia,No,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",NA,Back-end developer;Desktop or enterprise applications developer,6-8 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Java;JavaScript;SQL;Kotlin;HTML;CSS,C++;Java;SQL,MySQL,MySQL;PostgreSQL,NA,NA,Spring,Hadoop;Spring,IntelliJ,Windows,1,NA,Git,Less than once per month,Yes,Yes,The website I was visiting forced me to disable it to access their content;I wanted to support the website I was visiting by viewing their ads,Somewhat disagree,Somewhat disagree,Somewhat agree,NA,3,5,1,4,7,6,2,"Evolving definitions of ""fairness"" in algorithmic versus human decisions",NA,A governmental or other regulatory body,NA,No,Depends on what it is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85398,Yes,Yes,Saudi Arabia,No,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,NA,Back-end developer;Designer;Front-end developer;Full-stack developer;Student,3-5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C#;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,NA,MongoDB;SQL Server;MySQL;SQLite,Linux;Mac OS;Windows Desktop or Server,Linux;Mac OS;Windows Desktop or Server,Angular;Node.js,Node.js,Sublime Text;Visual Studio Code,Windows,1,NA,Git,Less than once per month,Yes,Yes,I wanted to support the website I was visiting by viewing their ads,Strongly agree,Strongly agree,Strongly disagree,Saw an online advertisement and then researched it (without clicking on the ad),3,6,4,1,2,7,5,"Artificial intelligence surpassing human intelligence (""the singularity"")",Increasing automation of jobs,The developers or the people creating the AI,"I don't care about it, or I haven't thought about it.",No,"Yes, but only within the company",The person who came up with the idea,Yes,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,Yes,Yes,8,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61533,Yes,No,Saudi Arabia,No,"Not employed, and not looking for work",NA,NA,NA,Back-end developer;Front-end developer,3-5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Java;JavaScript;PHP;Python;SQL;VBA;HTML;CSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94509,Yes,No,Saudi Arabia,No,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,NA,Game or graphics developer;Student,3-5 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Java;JavaScript;Python;HTML;CSS,SQL,NA,PostgreSQL,IBM Cloud or Watson;Raspberry Pi,Android;Gaming console;iOS;Windows Phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80672,Yes,Yes,Saudi Arabia,No,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",NA,NA,Game or graphics developer;Mobile developer,0-2 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Less than once per month or monthly,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3758,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4038,Yes,No,Saudi Arabia,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
